word,definition
آزر,آزَرُ [مفرد]: (انظر: أ ا ز ر - آزَرُ).
آزفة,"آزِفة [مفرد]: صيغة المؤنَّث لفاعل أزِفَ. ; • الآزِفة: يوم القيامة، وسُمِّي بذلك لاقترابه ""{وَأَنْذِرْهُمْ يَوْمَ الآزِفَةِ إِذِ الْقُلُوبُ لَدَى الْحَنَاجِرِ كَاظِمِينَ}""."
آزوت,آزوتّ [مفرد]: (كم) غاز شفّاف لا لون له ولا رائحة ولا طعم يُعتبر من أهمّ العناصر الطبيعيّة الحياتيّة وهو أكثر غازات الهواء مقدارا، يدخل في تركيب الموادّ البروتينيّة والأنسجة الحيّة الحيوانيّة والنباتيّة (انظر: أ ز و ت - أَزُوت).
آزوتي,"آزوتّيّ [مفرد]: اسم منسوب إلى آزوتّ: محتوٍ على الآزوتّ (انظر: أ ز و ت - أَزُوتيّ) ""أسمدة آزوتّيَّة"". ; • حمض آزوتيّ: (كم) سائل لا لون له، يُطلق أبخرة خانقة في الهواء، يُؤكسد الهيدروجين والكبريت وعنصر الفحم وسوى ذلك، ويمتزج بالصودا والبوتاس فيتكوَّن السمادان المعروفان بنترات الصودا ونترات البوتاس، وهو موصِّل جيِّد للكهرباء، ويُستعمل لصنع المفرقعات ولإذابة الذَّهب والبلاتين (انظر: أ ز و ت - أَزُوتيّ)."
آس,آس1 [جمع]: مف آسَة: (نت) شجر دائم الخضرة، بيضيّ الورق، أبيض الزَّهر أو ورديُّه، يُزرع للتزيين ولرائحته العطريّة، وثماره لُبِّيَّة سوداء تؤكل غضَّة وتجفّف فتكون من التَّوابل.
آس,آس2 [مفرد]: ورقة من أوراق اللعب ذات نقطة أو علامة واحدة.
آس,آسٍ [مفرد]: ج آسُون وأُساة، مؤ آسِية، ج مؤ آسيات وأواسٍ: ; 1- اسم فاعل من أسا. ; 2- جرّاح، طبيب.
آسف,"آسفَ يُؤسف، إيسافًا، فهو مُؤسِف، والمفعول مُؤسَف ; • آسف فلانًا: ; 1- أحزنه وآلمه ""يؤسفني عدم إجابة طلبك- خطأ/ حادث مُؤْسف"" ; مِن المُؤسِف: من المُحْزِن. ; 2- أسخطه، أثاره، أغضبه ""{فَلَمَّا ءَاسَفُونَا انْتَقَمْنَا مِنْهُمْ}""."
آسف,"آسِف [مفرد]: ; 1- اسم فاعل من أسِفَ على/ أسِفَ لـ/ أسِفَ من. ; 2- كلمة اعتذار ""أنا آسف على ما حدث مني""."
آسى,"آسى يؤاسي، آسِ، مُؤاساةً، فهو مُؤاسٍ، والمفعول مُؤاسًى ; • آسى جارَه: عزّاه وسلاَّه، شاطره الأسى. ; • آسى فلانًا بماله: أناله منه، شاركه فيه، واساه ""إنَّ أخاك من آساك [مثل]""."
آسيا,آسْيا/ آسِيا [مفرد]: أَسْيا، أكبر القارات وأكثرها سكَّانًا، إذ تبلغ مساحتها ثلث مساحة اليابسة، حدودها المحيط المتجمّد الشماليّ وأوربا والبحران الأبيض المتوسط والأحمر والمحيطان الهنديّ والهادي، وهي مَهْد الدّيانات السماويَّة الثلاث.
آسيان,آسيان [مفرد] ; • الآسيان: (سة) رابطة اتحاد دول جنوب شرق آسيا.
آسيوي,آسْيَويّ/ آسِيويّ [مفرد]: اسم منسوب إلى آسْيا/ آسِيا.
آصد,"آصدَ يُؤصد، إيصادًا، فهو مُؤصِد، والمفعول مُؤصَد ; • آصدَ البابَ: أوصده، أطبقه وأغلقه ""{عَلَيْهِمْ نَارٌ مُؤْصَدَةٌ}""."
آصرة,"آصِرة [مفرد]: ج آصِرات وأواصِرُ: رابطة كالقرابة أو المصاهرة أو غيرهما ""سيبذل قصارى جهده لدعم أواصر الصَّداقة بين البلدين- عطف عليّ بغير آصِرة ونظر في أمري بعين باصرة- جمعت بينهما أواصرُ الصداقة"". ; • الآصِرة: (قن) صلة قانونيَّة بين أطراف متقاربة لدعم دعوى قانونيَّة عوضًا عن الطَّرف الآخر أو ضدّه."
آض,"آضَ/ آضَ إلى يئيض، إِضْ، أيضًا، فهو آيض، والمفعول مئيض (للمتعدِّي) ; • آض الحاجُّ: عاد، رجع ""آض إلى أهله"". ; • آض الماءُ ثلجًا/ آض الماءُ إلى ثلج: صار ""آض الخشبُ فحمًا""."
آفة,"آفة [مفرد]: ج آفات: ; 1- كُلُّ ما يصيب شيئًا فيفسده من مرض أو عيبٍ أو ما شابه ذلك ""آفة العلم النسيان/ الرّأي الهوى- تُعَدّ الأمّيّة من أخطر الآفات الاجتماعيّة"" ; آفة زراعيّة: ما يصيب النَّبات من أمراض. ; 2- (حي) كُلّ ما يُصيب الكائن الحيّ من عاهة أو عطب أو مرض، وتكون غالبًا حشرة أو طُفيليًّا."
آفل,آفِل [مفرد]: ج آفِلون وأُفَّل، مؤ آفلة، ج مؤ آفلات وأُفَّل: اسم فاعل من أفَلَ وأفِلَ ; نَجْمُه آفِلٌ: غير محظوظ، غير مشهور.
آكل,آكلَ يُؤاكل، مؤاكلةً وإكالاً، فهو مُؤاكِل، والمفعول مُؤاكَل ; • آكل فلانًا: ; 1- شاركه في الأكل أو أكل معه. ; 2- أطعمه.
آكل,آكِل [مفرد]: ج آكِلون وأَكَلة: اسم فاعل من أكَلَ ; آكل العشب واللُّحوم: ما يتغذَّى من الحيوانات على الموادّ الحيوانيّة والنَّباتيَّة- آكل اللَّحم: ما يتغذى من الحيوانات على اللحوم- آكل لحوم البشر: يطلق على فئة من الناس تأكل لحوم الإنسان. ; • آكل النَّمْل: (حن) حيوان فقاريّ من الثَّدييّات يتغذَّى بأنواع النَّمل يصطادها بلسانه. ; • آكل العَسَل: (حن) حيوان من الثَّدييّات اللاحمات يعيش في أفريقيا وأمريكا الاستوائيّة يتغذَّى من العسل والعصافير والدويبات والثمار وجذور بعض الأشجار.
آل,آل1 [مفرد]: سراب يلمع بالضُّحى، وقيل: هو خاصٌّ بما في أوّل النهار وآخره (يذكّر ويؤنّث).
آل,"آل2 [جمع] ; • آلُ الرَّجل: أهله وأنصاره، ولا يُستعمل إلاّ فيما فيه شرف ""اللّهم صلِّ على محمدٍ وآله- {فِيهِ سَكِينَةٌ مِنْ رَبِّكُمْ وَبَقِيَّةٌ مِمَّا تَرَكَ ءَالُ مُوسَى وَءَالُ هَارُونَ تَحْمِلُهُ الْمَلاَئِكَةُ}"" ; آل البيت: أهل البيت، وهم أهل محمد صلَّى الله عليه وسلَّم وأقاربه- آل محمد صلّى الله عليه وسلّم: أهل النبيّ صلّى الله عليه وسلّم وعياله وذريّته، أو المسلمون عامّة. ; • آل عمران: اسم سورة من سور القرآن الكريم، وهي السُّورة رقم 3 في ترتيب المصحف، مدنيَّة، عدد آياتها مائتا آية."
آل,"آلَ إلى يئُول، أُلْ، أوْلاً وإيالاً وأيلولةً، فهو آيل، والمفعول مئول إليه ; • آل إليه الأمرُ: رجع أو انتهى إليه ""آلت إليه السُّلطةُ/ التّرِكة"" ; آيل إلى الزَّوال: يوشك أن يزول. ; • آل الشَّيءُ إلى كذا: صار وتحوّل ""آل مصيرُه إلى السجن- آل المنزل من الأب إلى الابن- آل الماءُ إلى بخار- آل بها الحال إلى التسوُّل"" ; آيل للسُّقوط: محتمل سقوطه."
آلاء,"آلاء [جمع]: مف أَلْو وإلًى وأَلًى: نِعَمٌ كثيرة ""{فَاذْكُرُوا ءَالاَءَ اللهِ لَعَلَّكُمْ تُفْلِحُونَ}""."
آلاتي,"آلاتيّ [مفرد]: ج آلاتيّون وآلاتيّة: ; 1- اسم منسوب إلى آلات: على غير قياس. ; 2- عازف على آلة موسيقيّة ""يعمل آلاتيًّا في الفرقة"". ; 3- مؤلف الألحان للآلات الموسيقيّة ""وضع الآلاتيُّ اللحنَ""."
آلة,"آلة [مفرد]: ج آلات: ; 1- مُعِدَّة، أداة تستعمل لغرض من الأغراض ""آلات زراعيَّة/ صناعيَّة"" ; آلة التَّنبيه: بوق في مركبة يُستعمل لتنبيه السائر أو الغافل- آلة العود: آلة موسيقيّة- آلة تصوير: كاميرا- آلة حاسبة: كمبيوتر- هو آلة في أيديهم: منقاد بغير إرادته. ; 2- (فز) جهاز يؤدِّي عملاً بتحويل القوى المحرِّكة المختلفة كالحرارة والبخار والكهرباء إلى قوى آليّة مثل الآلات التي تحرِّك السُّفن، والتي تجرّ القطر والتي تدير الرَّوافع وغيرها ; آلة بخاريّة: آلة تحرّك بالبخار- آلة كهربائيّة: آلة تحرّك بالكهرباء. ; • آلة العيش: وسائله وأسبابُه ""آلة العيش الصِّحَّة والشَّباب- آلات الإنتاج"". ; • اسم الآلة: (نح) أحد المشتقَّات من الفعل، وهو اسم للوسيلة التي يتمّ بها الحدث، وله من الفعل الثلاثيّ المتعدِّي صيغ قياسيّة ثلاث هي مِفعال، ومِفْعَل، ومِفْعَلة. ; • آلة كاتبة: جهاز له أزرار عليها الحروف الهجائيّة يُضرب عليها لاستنساخ النصوص."
آلت,"آلتَ يُؤالِت، مؤالتةً، فهو مُؤالِت، والمفعول مُؤالَت ; • آلتَ القومَ: نقصهم حقَّهم وظلمهم ""{وَمَا آلَتْنَاهُمْ مِنْ عَمَلِهِمْ مِنْ شَيْءٍ} [ق]""."
آلف,آلفَ1 يُؤلف، إيلافًا، فهو مؤلِف، والمفعول مؤلَف ; • آلف المكانَ ونحوَه: ألِفه؛ أنِسَ به وأحبَّه. ; • آلف العددَ: جعله ألفًا.
آلف,"آلفَ2 يؤالف، مؤالفةً وإلافًا، فهو مُؤالِف، والمفعول مؤالَف ; • آلف فلانًا: عاشره، آنسه، خالطه ""آلف رفيقًا في غُربته""."
آلف,"آلِف [مفرد]: ج أُلوف: اسم فاعل من ألِفَ: ""{أَلَمْ تَرَ إِلَى الَّذِينَ خَرَجُوا مِنْ دِيَارِهِمْ وَهُمْ أُلُوفٌ حَذَرَ الْمَوْتِ}: وهم مؤتلفون""."
آلم,"آلمَ يُؤلم، إيلامًا، فهو مُؤلِم وأليم، والمفعول مُؤلَم ; • آلم الشَّخصَ: أوجعه، سبّب له الألم ""حادث مؤلم ومفجع- آلمني إهانتك لصديقك- *ما لجرح بميت إيلام*- {وَلَهُمْ عَذَابٌ أَلِيمٌ بِمَا كَانُوا يَكْذِبُونَ}"" ; المذبوح لا يؤلمه السَّلخ- ذكرى مؤلمة."
آلى,"آلى/ آلى على/ آلى من يُؤلي، اؤْلِ، إيلاءً، فهو مؤلٍ، والمفعول مُؤلًى عليه ; • آلى فلانٌ/ آلى فلانٌ عليه/ آلى فلانٌ منه: أقسم ""آلى على نفسه أن يقوم بواجبه- {لِلَّذِينَ يُؤْلُونَ مِنْ نِسَائِهِمْ تَرَبُّصُ أَرْبَعَةِ أَشْهُرٍ}""."
